phase,track,target,lookback,asset,split,exclusion_category,count,note
Phase 2C pooled full-universe,crypto_hourly,target_log_realized_vol_4h,720,,train,intentional_sampling_cap,0,Deterministic per-asset cap; zero for full-eligible stages.
Phase 2C pooled full-universe,crypto_hourly,target_log_realized_vol_4h,720,,train,intentional_sampling_cap,0,Deterministic per-asset cap; zero for full-eligible stages.
Phase 2C pooled full-universe,crypto_hourly,target_log_realized_vol_4h,720,,train,intentional_sampling_cap,0,Deterministic per-asset cap; zero for full-eligible stages.
Phase 2C pooled full-universe,crypto_hourly,target_stress_24h,48,,train,intentional_sampling_cap,0,Deterministic per-asset cap; zero for full-eligible stages.
Phase 2C pooled full-universe,crypto_hourly,target_stress_24h,48,,train,intentional_sampling_cap,0,Deterministic per-asset cap; zero for full-eligible stages.
Phase 2C pooled full-universe,crypto_hourly,target_stress_24h,48,,train,intentional_sampling_cap,0,Deterministic per-asset cap; zero for full-eligible stages.
Phase 2C pooled full-universe,crypto_hourly,target_stress_24h,168,,train,intentional_sampling_cap,0,Deterministic per-asset cap; zero for full-eligible stages.
Phase 2C pooled full-universe,crypto_hourly,target_stress_24h,168,,train,intentional_sampling_cap,0,Deterministic per-asset cap; zero for full-eligible stages.
Phase 2C pooled full-universe,crypto_hourly,target_stress_24h,168,,train,intentional_sampling_cap,0,Deterministic per-asset cap; zero for full-eligible stages.
Phase 2C pooled full-universe,crypto_hourly,target_stress_24h,720,,train,intentional_sampling_cap,0,Deterministic per-asset cap; zero for full-eligible stages.
Phase 2C pooled full-universe,crypto_hourly,target_stress_24h,720,,train,intentional_sampling_cap,0,Deterministic per-asset cap; zero for full-eligible stages.
Phase 2C pooled full-universe,crypto_hourly,target_stress_24h,720,,train,intentional_sampling_cap,0,Deterministic per-asset cap; zero for full-eligible stages.
Phase 2C pooled full-universe,crypto_hourly,target_direction_4h,48,,validation,intentional_sampling_cap,0,Deterministic per-asset cap; zero for full-eligible stages.
Phase 2C pooled full-universe,crypto_hourly,target_direction_4h,48,,validation,intentional_sampling_cap,0,Deterministic per-asset cap; zero for full-eligible stages.
Phase 2C pooled full-universe,crypto_hourly,target_direction_4h,48,,validation,intentional_sampling_cap,0,Deterministic per-asset cap; zero for full-eligible stages.
Phase 2C pooled full-universe,crypto_hourly,target_direction_4h,168,,validation,intentional_sampling_cap,0,Deterministic per-asset cap; zero for full-eligible stages.
Phase 2C pooled full-universe,crypto_hourly,target_direction_4h,168,,validation,intentional_sampling_cap,0,Deterministic per-asset cap; zero for full-eligible stages.
Phase 2C pooled full-universe,crypto_hourly,target_direction_4h,168,,validation,intentional_sampling_cap,0,Deterministic per-asset cap; zero for full-eligible stages.
Phase 2C pooled full-universe,crypto_hourly,target_direction_4h,720,,validation,intentional_sampling_cap,0,Deterministic per-asset cap; zero for full-eligible stages.
Phase 2C pooled full-universe,crypto_hourly,target_direction_4h,720,,validation,intentional_sampling_cap,0,Deterministic per-asset cap; zero for full-eligible stages.
Phase 2C pooled full-universe,crypto_hourly,target_direction_4h,720,,validation,intentional_sampling_cap,0,Deterministic per-asset cap; zero for full-eligible stages.
Phase 2C pooled full-universe,crypto_hourly,target_log_realized_vol_4h,48,,validation,intentional_sampling_cap,0,Deterministic per-asset cap; zero for full-eligible stages.
Phase 2C pooled full-universe,crypto_hourly,target_log_realized_vol_4h,48,,validation,intentional_sampling_cap,0,Deterministic per-asset cap; zero for full-eligible stages.
Phase 2C pooled full-universe,crypto_hourly,target_log_realized_vol_4h,48,,validation,intentional_sampling_cap,0,Deterministic per-asset cap; zero for full-eligible stages.
Phase 2C pooled full-universe,crypto_hourly,target_log_realized_vol_4h,168,,validation,intentional_sampling_cap,0,Deterministic per-asset cap; zero for full-eligible stages.
Phase 2C pooled full-universe,crypto_hourly,target_log_realized_vol_4h,168,,validation,intentional_sampling_cap,0,Deterministic per-asset cap; zero for full-eligible stages.
Phase 2C pooled full-universe,crypto_hourly,target_log_realized_vol_4h,168,,validation,intentional_sampling_cap,0,Deterministic per-asset cap; zero for full-eligible stages.
Phase 2C pooled full-universe,crypto_hourly,target_log_realized_vol_4h,720,,validation,intentional_sampling_cap,0,Deterministic per-asset cap; zero for full-eligible stages.
Phase 2C pooled full-universe,crypto_hourly,target_log_realized_vol_4h,720,,validation,intentional_sampling_cap,0,Deterministic per-asset cap; zero for full-eligible stages.
Phase 2C pooled full-universe,crypto_hourly,target_log_realized_vol_4h,720,,validation,intentional_sampling_cap,0,Deterministic per-asset cap; zero for full-eligible stages.
Phase 2C pooled full-universe,crypto_hourly,target_stress_24h,48,,validation,intentional_sampling_cap,0,Deterministic per-asset cap; zero for full-eligible stages.
Phase 2C pooled full-universe,crypto_hourly,target_stress_24h,48,,validation,intentional_sampling_cap,0,Deterministic per-asset cap; zero for full-eligible stages.
Phase 2C pooled full-universe,crypto_hourly,target_stress_24h,48,,validation,intentional_sampling_cap,0,Deterministic per-asset cap; zero for full-eligible stages.
Phase 2C pooled full-universe,crypto_hourly,target_stress_24h,168,,validation,intentional_sampling_cap,0,Deterministic per-asset cap; zero for full-eligible stages.
Phase 2C pooled full-universe,crypto_hourly,target_stress_24h,168,,validation,intentional_sampling_cap,0,Deterministic per-asset cap; zero for full-eligible stages.
Phase 2C pooled full-universe,crypto_hourly,target_stress_24h,168,,validation,intentional_sampling_cap,0,Deterministic per-asset cap; zero for full-eligible stages.
Phase 2C pooled full-universe,crypto_hourly,target_stress_24h,720,,validation,intentional_sampling_cap,0,Deterministic per-asset cap; zero for full-eligible stages.
Phase 2C pooled full-universe,crypto_hourly,target_stress_24h,720,,validation,intentional_sampling_cap,0,Deterministic per-asset cap; zero for full-eligible stages.
Phase 2C pooled full-universe,crypto_hourly,target_stress_24h,720,,validation,intentional_sampling_cap,0,Deterministic per-asset cap; zero for full-eligible stages.
Phase 2C pooled full-universe,crypto_hourly,target_direction_4h,48,,test,lookback_warmup,893,Strict windows do not cross a split boundary; each represented asset loses lookback - 1 endpoints per segment.
Phase 2C pooled full-universe,crypto_hourly,target_direction_4h,48,,test,lookback_warmup,893,Strict windows do not cross a split boundary; each represented asset loses lookback - 1 endpoints per segment.
Phase 2C pooled full-universe,crypto_hourly,target_direction_4h,48,,test,lookback_warmup,940,Strict windows do not cross a split boundary; each represented asset loses lookback - 1 endpoints per segment.
Phase 2C pooled full-universe,crypto_hourly,target_direction_4h,168,,test,lookback_warmup,3173,Strict windows do not cross a split boundary; each represented asset loses lookback - 1 endpoints per segment.
Phase 2C pooled full-universe,crypto_hourly,target_direction_4h,168,,test,lookback_warmup,3173,Strict windows do not cross a split boundary; each represented asset loses lookback - 1 endpoints per segment.
Phase 2C pooled full-universe,crypto_hourly,target_direction_4h,168,,test,lookback_warmup,3340,Strict windows do not cross a split boundary; each represented asset loses lookback - 1 endpoints per segment.
Phase 2C pooled full-universe,crypto_hourly,target_direction_4h,720,,test,lookback_warmup,13661,Strict windows do not cross a split boundary; each represented asset loses lookback - 1 endpoints per segment.
Phase 2C pooled full-universe,crypto_hourly,target_direction_4h,720,,test,lookback_warmup,13661,Strict windows do not cross a split boundary; each represented asset loses lookback - 1 endpoints per segment.
Phase 2C pooled full-universe,crypto_hourly,target_direction_4h,720,,test,lookback_warmup,14380,Strict windows do not cross a split boundary; each represented asset loses lookback - 1 endpoints per segment.
Phase 2C pooled full-universe,crypto_hourly,target_log_realized_vol_4h,48,,test,lookback_warmup,893,Strict windows do not cross a split boundary; each represented asset loses lookback - 1 endpoints per segment.
Phase 2C pooled full-universe,crypto_hourly,target_log_realized_vol_4h,48,,test,lookback_warmup,893,Strict windows do not cross a split boundary; each represented asset loses lookback - 1 endpoints per segment.
Phase 2C pooled full-universe,crypto_hourly,target_log_realized_vol_4h,48,,test,lookback_warmup,940,Strict windows do not cross a split boundary; each represented asset loses lookback - 1 endpoints per segment.
Phase 2C pooled full-universe,crypto_hourly,target_log_realized_vol_4h,168,,test,lookback_warmup,3173,Strict windows do not cross a split boundary; each represented asset loses lookback - 1 endpoints per segment.
Phase 2C pooled full-universe,crypto_hourly,target_log_realized_vol_4h,168,,test,lookback_warmup,3173,Strict windows do not cross a split boundary; each represented asset loses lookback - 1 endpoints per segment.
Phase 2C pooled full-universe,crypto_hourly,target_log_realized_vol_4h,168,,test,lookback_warmup,3340,Strict windows do not cross a split boundary; each represented asset loses lookback - 1 endpoints per segment.
Phase 2C pooled full-universe,crypto_hourly,target_log_realized_vol_4h,720,,test,lookback_warmup,13661,Strict windows do not cross a split boundary; each represented asset loses lookback - 1 endpoints per segment.
Phase 2C pooled full-universe,crypto_hourly,target_log_realized_vol_4h,720,,test,lookback_warmup,13661,Strict windows do not cross a split boundary; each represented asset loses lookback - 1 endpoints per segment.
Phase 2C pooled full-universe,crypto_hourly,target_log_realized_vol_4h,720,,test,lookback_warmup,14380,Strict windows do not cross a split boundary; each represented asset loses lookback - 1 endpoints per segment.
Phase 2C pooled full-universe,crypto_hourly,target_stress_24h,48,,test,lookback_warmup,893,Strict windows do not cross a split boundary; each represented asset loses lookback - 1 endpoints per segment.
Phase 2C pooled full-universe,crypto_hourly,target_stress_24h,48,,test,lookback_warmup,893,Strict windows do not cross a split boundary; each represented asset loses lookback - 1 endpoints per segment.
Phase 2C pooled full-universe,crypto_hourly,target_stress_24h,48,,test,lookback_warmup,940,Strict windows do not cross a split boundary; each represented asset loses lookback - 1 endpoints per segment.
Phase 2C pooled full-universe,crypto_hourly,target_stress_24h,168,,test,lookback_warmup,3173,Strict windows do not cross a split boundary; each represented asset loses lookback - 1 endpoints per segment.
Phase 2C pooled full-universe,crypto_hourly,target_stress_24h,168,,test,lookback_warmup,3173,Strict windows do not cross a split boundary; each represented asset loses lookback - 1 endpoints per segment.
